Category,Subcategory,Part_Number,Value,Description
Resistor,E96 Standard,1R00,1Ω,1/4W Through-hole
Resistor,E96 Standard,1R02,1.02Ω,1/4W Through-hole
Resistor,E96 Standard,1R05,1.05Ω,1/4W Through-hole
Resistor,E96 Standard,1R07,1.07Ω,1/4W Through-hole
Resistor,E96 Standard,1R10,1.1Ω,1/4W Through-hole
Resistor,E96 Standard,1R13,1.13Ω,1/4W Through-hole
Resistor,E96 Standard,1R18,1.18Ω,1/4W Through-hole
Resistor,E96 Standard,1R21,1.21Ω,1/4W Through-hole
Resistor,E96 Standard,1R24,1.24Ω,1/4W Through-hole
Resistor,E96 Standard,1R27,1.27Ω,1/4W Through-hole
Resistor,E96 Standard,1R30,1.3Ω,1/4W Through-hole
Resistor,E96 Standard,1R33,1.33Ω,1/4W Through-hole
Resistor,E96 Standard,1R37,1.37Ω,1/4W Through-hole
Resistor,E96 Standard,1R40,1.4Ω,1/4W Through-hole
Resistor,E96 Standard,1R43,1.43Ω,1/4W Through-hole
Resistor,E96 Standard,1R47,1.47Ω,1/4W Through-hole
Resistor,E96 Standard,1R50,1.5Ω,1/4W Through-hole
Resistor,E96 Standard,1R54,1.54Ω,1/4W Through-hole
Resistor,E96 Standard,1R58,1.58Ω,1/4W Through-hole
Resistor,E96 Standard,1R62,1.62Ω,1/4W Through-hole
Resistor,E96 Standard,1R65,1.65Ω,1/4W Through-hole
Resistor,E96 Standard,1R69,1.69Ω,1/4W Through-hole
Resistor,E96 Standard,1R74,1.74Ω,1/4W Through-hole
Resistor,E96 Standard,1R78,1.78Ω,1/4W Through-hole
Resistor,E96 Standard,1R82,1.82Ω,1/4W Through-hole
Resistor,E96 Standard,1R87,1.87Ω,1/4W Through-hole
Resistor,E96 Standard,1R91,1.91Ω,1/4W Through-hole
Resistor,E96 Standard,1R96,1.96Ω,1/4W Through-hole
Resistor,E96 Standard,2R00,2Ω,1/4W Through-hole
Resistor,E96 Standard,2R05,2.05Ω,1/4W Through-hole
Resistor,E96 Standard,2R10,2.1Ω,1/4W Through-hole
Resistor,E96 Standard,2R15,2.15Ω,1/4W Through-hole
Resistor,E96 Standard,2R21,2.21Ω,1/4W Through-hole
Resistor,E96 Standard,2R26,2.26Ω,1/4W Through-hole
Resistor,E96 Standard,2R32,2.32Ω,1/4W Through-hole
Resistor,E96 Standard,2R37,2.37Ω,1/4W Through-hole
Resistor,E96 Standard,2R43,2.43Ω,1/4W Through-hole
Resistor,E96 Standard,2R49,2.49Ω,1/4W Through-hole
Resistor,E96 Standard,2R55,2.55Ω,1/4W Through-hole
Resistor,E96 Standard,2R61,2.61Ω,1/4W Through-hole
Resistor,E96 Standard,2R67,2.67Ω,1/4W Through-hole
Resistor,E96 Standard,2R74,2.74Ω,1/4W Through-hole
Resistor,E96 Standard,2R80,2.8Ω,1/4W Through-hole
Resistor,E96 Standard,2R87,2.87Ω,1/4W Through-hole
Resistor,E96 Standard,2R94,2.94Ω,1/4W Through-hole
Resistor,E96 Standard,3R01,3.01Ω,1/4W Through-hole
Resistor,E96 Standard,3R09,3.09Ω,1/4W Through-hole
Resistor,E96 Standard,3R16,3.16Ω,1/4W Through-hole
Resistor,E96 Standard,3R24,3.24Ω,1/4W Through-hole
Resistor,E96 Standard,3R32,3.32Ω,1/4W Through-hole
Resistor,E96 Standard,3R40,3.4Ω,1/4W Through-hole
Resistor,E96 Standard,3R48,3.48Ω,1/4W Through-hole
Resistor,E96 Standard,3R57,3.57Ω,1/4W Through-hole
Resistor,E96 Standard,3R65,3.65Ω,1/4W Through-hole
Resistor,E96 Standard,3R74,3.74Ω,1/4W Through-hole
Resistor,E96 Standard,3R83,3.83Ω,1/4W Through-hole
Resistor,E96 Standard,3R92,3.92Ω,1/4W Through-hole
Resistor,E96 Standard,4R02,4.02Ω,1/4W Through-hole
Resistor,E96 Standard,4R12,4.12Ω,1/4W Through-hole
Resistor,E96 Standard,4R22,4.22Ω,1/4W Through-hole
Resistor,E96 Standard,4R32,4.32Ω,1/4W Through-hole
Resistor,E96 Standard,4R42,4.42Ω,1/4W Through-hole
Resistor,E96 Standard,4R53,4.53Ω,1/4W Through-hole
Resistor,E96 Standard,4R64,4.64Ω,1/4W Through-hole
Resistor,E96 Standard,4R75,4.75Ω,1/4W Through-hole
Resistor,E96 Standard,4R87,4.87Ω,1/4W Through-hole
Resistor,E96 Standard,4R99,4.99Ω,1/4W Through-hole
Resistor,E96 Standard,5R11,5.11Ω,1/4W Through-hole
Resistor,E96 Standard,5R23,5.23Ω,1/4W Through-hole
Resistor,E96 Standard,5R36,5.36Ω,1/4W Through-hole
Resistor,E96 Standard,5R49,5.49Ω,1/4W Through-hole
Resistor,E96 Standard,5R62,5.62Ω,1/4W Through-hole
Resistor,E96 Standard,5R76,5.76Ω,1/4W Through-hole
Resistor,E96 Standard,5R90,5.9Ω,1/4W Through-hole
Resistor,E96 Standard,6R04,6.04Ω,1/4W Through-hole
Resistor,E96 Standard,6R19,6.19Ω,1/4W Through-hole
Resistor,E96 Standard,6R34,6.34Ω,1/4W Through-hole
Resistor,E96 Standard,6R49,6.49Ω,1/4W Through-hole
Resistor,E96 Standard,6R65,6.65Ω,1/4W Through-hole
Resistor,E96 Standard,6R81,6.81Ω,1/4W Through-hole
Resistor,E96 Standard,6R98,6.98Ω,1/4W Through-hole
Resistor,E96 Standard,7R15,7.15Ω,1/4W Through-hole
Resistor,E96 Standard,7R32,7.32Ω,1/4W Through-hole
Resistor,E96 Standard,7R50,7.5Ω,1/4W Through-hole
Resistor,E96 Standard,7R68,7.68Ω,1/4W Through-hole
Resistor,E96 Standard,7R87,7.87Ω,1/4W Through-hole
Resistor,E96 Standard,8R06,8.06Ω,1/4W Through-hole
Resistor,E96 Standard,8R25,8.25Ω,1/4W Through-hole
Resistor,E96 Standard,8R45,8.45Ω,1/4W Through-hole
Resistor,E96 Standard,8R66,8.66Ω,1/4W Through-hole
Resistor,E96 Standard,8R87,8.87Ω,1/4W Through-hole
Resistor,E96 Standard,9R09,9.09Ω,1/4W Through-hole
Resistor,E96 Standard,9R31,9.31Ω,1/4W Through-hole
Resistor,E96 Standard,9R53,9.53Ω,1/4W Through-hole
Resistor,E96 Standard,9R76,9.76Ω,1/4W Through-hole
Resistor,E96 Standard,10R0,10Ω,1/4W Through-hole
Resistor,E96 Standard,10R2,10.2Ω,1/4W Through-hole
Resistor,E96 Standard,10R5,10.5Ω,1/4W Through-hole
Resistor,E96 Standard,10R7,10.7Ω,1/4W Through-hole
Resistor,E96 Standard,11R0,11Ω,1/4W Through-hole
Resistor,E96 Standard,11R3,11.3Ω,1/4W Through-hole
Resistor,E96 Standard,11R5,11.5Ω,1/4W Through-hole
Resistor,E96 Standard,11R8,11.8Ω,1/4W Through-hole
Resistor,E96 Standard,12R1,12.1Ω,1/4W Through-hole
Resistor,E96 Standard,12R4,12.4Ω,1/4W Through-hole
Resistor,E96 Standard,12R7,12.7Ω,1/4W Through-hole
Resistor,E96 Standard,13R0,13Ω,1/4W Through-hole
Resistor,E96 Standard,13R3,13.3Ω,1/4W Through-hole
Resistor,E96 Standard,13R7,13.7Ω,1/4W Through-hole
Resistor,E96 Standard,14R0,14Ω,1/4W Through-hole
Resistor,E96 Standard,14R3,14.3Ω,1/4W Through-hole
Resistor,E96 Standard,14R7,14.7Ω,1/4W Through-hole
Resistor,E96 Standard,15R0,15Ω,1/4W Through-hole
Resistor,E96 Standard,15R4,15.4Ω,1/4W Through-hole
Resistor,E96 Standard,15R8,15.8Ω,1/4W Through-hole
Resistor,E96 Standard,16R2,16.2Ω,1/4W Through-hole
Resistor,E96 Standard,16R5,16.5Ω,1/4W Through-hole
Resistor,E96 Standard,16R9,16.9Ω,1/4W Through-hole
Resistor,E96 Standard,17R4,17.4Ω,1/4W Through-hole
Resistor,E96 Standard,17R8,17.8Ω,1/4W Through-hole
Resistor,E96 Standard,18R2,18.2Ω,1/4W Through-hole
Resistor,E96 Standard,18R7,18.7Ω,1/4W Through-hole
Resistor,E96 Standard,19R1,19.1Ω,1/4W Through-hole
Resistor,E96 Standard,19R6,19.6Ω,1/4W Through-hole
Resistor,E96 Standard,20R0,20Ω,1/4W Through-hole
Resistor,E96 Standard,20R5,20.5Ω,1/4W Through-hole
Resistor,E96 Standard,21R0,21Ω,1/4W Through-hole
Resistor,E96 Standard,21R5,21.5Ω,1/4W Through-hole
Resistor,E96 Standard,22R1,22.1Ω,1/4W Through-hole
Resistor,E96 Standard,22R6,22.6Ω,1/4W Through-hole
Resistor,E96 Standard,23R2,23.2Ω,1/4W Through-hole
Resistor,E96 Standard,23R7,23.7Ω,1/4W Through-hole
Resistor,E96 Standard,24R3,24.3Ω,1/4W Through-hole
Resistor,E96 Standard,24R9,24.9Ω,1/4W Through-hole
Resistor,E96 Standard,25R5,25.5Ω,1/4W Through-hole
Resistor,E96 Standard,26R1,26.1Ω,1/4W Through-hole
Resistor,E96 Standard,26R7,26.7Ω,1/4W Through-hole
Resistor,E96 Standard,27R4,27.4Ω,1/4W Through-hole
Resistor,E96 Standard,28R0,28Ω,1/4W Through-hole
Resistor,E96 Standard,28R7,28.7Ω,1/4W Through-hole
Resistor,E96 Standard,29R4,29.4Ω,1/4W Through-hole
Resistor,E96 Standard,30R1,30.1Ω,1/4W Through-hole
Resistor,E96 Standard,30R9,30.9Ω,1/4W Through-hole
Resistor,E96 Standard,31R6,31.6Ω,1/4W Through-hole
Resistor,E96 Standard,32R4,32.4Ω,1/4W Through-hole
Resistor,E96 Standard,33R2,33.2Ω,1/4W Through-hole
Resistor,E96 Standard,34R0,34Ω,1/4W Through-hole
Resistor,E96 Standard,34R8,34.8Ω,1/4W Through-hole
Resistor,E96 Standard,35R7,35.7Ω,1/4W Through-hole
Resistor,E96 Standard,36R5,36.5Ω,1/4W Through-hole
Resistor,E96 Standard,37R4,37.4Ω,1/4W Through-hole
Resistor,E96 Standard,38R3,38.3Ω,1/4W Through-hole
Resistor,E96 Standard,39R2,39.2Ω,1/4W Through-hole
Resistor,E96 Standard,40R2,40.2Ω,1/4W Through-hole
Resistor,E96 Standard,41R2,41.2Ω,1/4W Through-hole
Resistor,E96 Standard,42R2,42.2Ω,1/4W Through-hole
Resistor,E96 Standard,43R2,43.2Ω,1/4W Through-hole
Resistor,E96 Standard,44R2,44.2Ω,1/4W Through-hole
Resistor,E96 Standard,45R3,45.3Ω,1/4W Through-hole
Resistor,E96 Standard,46R4,46.4Ω,1/4W Through-hole
Resistor,E96 Standard,47R5,47.5Ω,1/4W Through-hole
Resistor,E96 Standard,48R7,48.7Ω,1/4W Through-hole
Resistor,E96 Standard,49R9,49.9Ω,1/4W Through-hole
Resistor,E96 Standard,51R1,51.1Ω,1/4W Through-hole
Resistor,E96 Standard,52R3,52.3Ω,1/4W Through-hole
Resistor,E96 Standard,53R6,53.6Ω,1/4W Through-hole
Resistor,E96 Standard,54R9,54.9Ω,1/4W Through-hole
Resistor,E96 Standard,56R2,56.2Ω,1/4W Through-hole
Resistor,E96 Standard,57R6,57.6Ω,1/4W Through-hole
Resistor,E96 Standard,59R0,59Ω,1/4W Through-hole
Resistor,E96 Standard,60R4,60.4Ω,1/4W Through-hole
Resistor,E96 Standard,61R9,61.9Ω,1/4W Through-hole
Resistor,E96 Standard,63R4,63.4Ω,1/4W Through-hole
Resistor,E96 Standard,64R9,64.9Ω,1/4W Through-hole
Resistor,E96 Standard,68R1,68.1Ω,1/4W Through-hole
Resistor,E96 Standard,69R8,69.8Ω,1/4W Through-hole
Resistor,E96 Standard,71R5,71.5Ω,1/4W Through-hole
Resistor,E96 Standard,73R2,73.2Ω,1/4W Through-hole
Resistor,E96 Standard,75R0,75Ω,1/4W Through-hole
Resistor,E96 Standard,76R8,76.8Ω,1/4W Through-hole
Resistor,E96 Standard,78R7,78.7Ω,1/4W Through-hole
Resistor,E96 Standard,80R6,80.6Ω,1/4W Through-hole
Resistor,E96 Standard,82R5,82.5Ω,1/4W Through-hole
Resistor,E96 Standard,84R5,84.5Ω,1/4W Through-hole
Resistor,E96 Standard,86R6,86.6Ω,1/4W Through-hole
Resistor,E96 Standard,88R7,88.7Ω,1/4W Through-hole
Resistor,E96 Standard,90R9,90.9Ω,1/4W Through-hole
Resistor,E96 Standard,93R1,93.1Ω,1/4W Through-hole
Resistor,E96 Standard,95R3,95.3Ω,1/4W Through-hole
Resistor,E96 Standard,97R6,97.6Ω,1/4W Through-hole
Resistor,E96 Standard,100R,100Ω,1/4W Through-hole
Resistor,E96 Standard,102R,102Ω,1/4W Through-hole
Resistor,E96 Standard,105R,105Ω,1/4W Through-hole
Resistor,E96 Standard,107R,107Ω,1/4W Through-hole
Resistor,E96 Standard,110R,110Ω,1/4W Through-hole
Resistor,E96 Standard,113R,113Ω,1/4W Through-hole
Resistor,E96 Standard,115R,115Ω,1/4W Through-hole
Resistor,E96 Standard,118R,118Ω,1/4W Through-hole
Resistor,E96 Standard,120R,120Ω,1/4W Through-hole
Resistor,E96 Standard,121R,121Ω,1/4W Through-hole
Resistor,E96 Standard,124R,124Ω,1/4W Through-hole
Resistor,E96 Standard,127R,127Ω,1/4W Through-hole
Resistor,E96 Standard,130R,130Ω,1/4W Through-hole
Resistor,E96 Standard,133R,133Ω,1/4W Through-hole
Resistor,E96 Standard,137R,137Ω,1/4W Through-hole
Resistor,E96 Standard,140R,140Ω,1/4W Through-hole
Resistor,E96 Standard,143R,143Ω,1/4W Through-hole
Resistor,E96 Standard,147R,147Ω,1/4W Through-hole
Resistor,E96 Standard,150R,150Ω,1/4W Through-hole
Resistor,E96 Standard,154R,154Ω,1/4W Through-hole
Resistor,E96 Standard,158R,158Ω,1/4W Through-hole
Resistor,E96 Standard,162R,162Ω,1/4W Through-hole
Resistor,E96 Standard,165R,165Ω,1/4W Through-hole
Resistor,E96 Standard,169R,169Ω,1/4W Through-hole
Resistor,E96 Standard,174R,174Ω,1/4W Through-hole
Resistor,E96 Standard,178R,178Ω,1/4W Through-hole
Resistor,E96 Standard,182R,182Ω,1/4W Through-hole
Resistor,E96 Standard,187R,187Ω,1/4W Through-hole
Resistor,E96 Standard,191R,191Ω,1/4W Through-hole
Resistor,E96 Standard,196R,196Ω,1/4W Through-hole
Resistor,E96 Standard,200R,200Ω,1/4W Through-hole
Resistor,E96 Standard,205R,205Ω,1/4W Through-hole
Resistor,E96 Standard,210R,210Ω,1/4W Through-hole
Resistor,E96 Standard,215R,215Ω,1/4W Through-hole
Resistor,E96 Standard,221R,221Ω,1/4W Through-hole
Resistor,E96 Standard,226R,226Ω,1/4W Through-hole
Resistor,E96 Standard,232R,232Ω,1/4W Through-hole
Resistor,E96 Standard,237R,237Ω,1/4W Through-hole
Resistor,E96 Standard,243R,243Ω,1/4W Through-hole
Resistor,E96 Standard,249R,249Ω,1/4W Through-hole
Resistor,E96 Standard,255R,255Ω,1/4W Through-hole
Resistor,E96 Standard,261R,261Ω,1/4W Through-hole
Resistor,E96 Standard,274R,274Ω,1/4W Through-hole
Resistor,E96 Standard,280R,280Ω,1/4W Through-hole
Resistor,E96 Standard,287R,287Ω,1/4W Through-hole
Resistor,E96 Standard,294R,294Ω,1/4W Through-hole
Resistor,E96 Standard,301R,301Ω,1/4W Through-hole
Resistor,E96 Standard,309R,309Ω,1/4W Through-hole
Resistor,E96 Standard,316R,316Ω,1/4W Through-hole
Resistor,E96 Standard,324R,324Ω,1/4W Through-hole
Resistor,E96 Standard,330R,330Ω,1/4W Through-hole
Resistor,E96 Standard,332R,332Ω,1/4W Through-hole
Resistor,E96 Standard,340R,340Ω,1/4W Through-hole
Resistor,E96 Standard,348R,348Ω,1/4W Through-hole
Resistor,E96 Standard,357R,357Ω,1/4W Through-hole
Resistor,E96 Standard,365R,365Ω,1/4W Through-hole
Resistor,E96 Standard,374R,374Ω,1/4W Through-hole
Resistor,E96 Standard,383R,383Ω,1/4W Through-hole
Resistor,E96 Standard,392R,392Ω,1/4W Through-hole
Resistor,E96 Standard,402R,402Ω,1/4W Through-hole
Resistor,E96 Standard,412R,412Ω,1/4W Through-hole
Resistor,E96 Standard,422R,422Ω,1/4W Through-hole
Resistor,E96 Standard,432R,432Ω,1/4W Through-hole
Resistor,E96 Standard,442R,442Ω,1/4W Through-hole
Resistor,E96 Standard,453R,453Ω,1/4W Through-hole
Resistor,E96 Standard,464R,464Ω,1/4W Through-hole
Resistor,E96 Standard,475R,475Ω,1/4W Through-hole
Resistor,E96 Standard,487R,487Ω,1/4W Through-hole
Resistor,E96 Standard,499R,499Ω,1/4W Through-hole
Resistor,E96 Standard,511R,511Ω,1/4W Through-hole
Resistor,E96 Standard,523R,523Ω,1/4W Through-hole
Resistor,E96 Standard,536R,536Ω,1/4W Through-hole
Resistor,E96 Standard,549R,549Ω,1/4W Through-hole
Resistor,E96 Standard,562R,562Ω,1/4W Through-hole
Resistor,E96 Standard,576R,576Ω,1/4W Through-hole
Resistor,E96 Standard,590R,590Ω,1/4W Through-hole
Resistor,E96 Standard,604R,604Ω,1/4W Through-hole
Resistor,E96 Standard,619R,619Ω,1/4W Through-hole
Resistor,E96 Standard,634R,634Ω,1/4W Through-hole
Resistor,E96 Standard,649R,649Ω,1/4W Through-hole
Resistor,E96 Standard,665R,665Ω,1/4W Through-hole
Resistor,E96 Standard,681R,681Ω,1/4W Through-hole
Resistor,E96 Standard,698R,698Ω,1/4W Through-hole
Resistor,E96 Standard,715R,715Ω,1/4W Through-hole
Resistor,E96 Standard,732R,732Ω,1/4W Through-hole
Resistor,E96 Standard,750R,750Ω,1/4W Through-hole
Resistor,E96 Standard,768R,768Ω,1/4W Through-hole
Resistor,E96 Standard,787R,787Ω,1/4W Through-hole
Resistor,E96 Standard,806R,806Ω,1/4W Through-hole
Resistor,E96 Standard,825R,825Ω,1/4W Through-hole
Resistor,E96 Standard,845R,845Ω,1/4W Through-hole
Resistor,E96 Standard,866R,866Ω,1/4W Through-hole
Resistor,E96 Standard,887R,887Ω,1/4W Through-hole
Resistor,E96 Standard,909R,909Ω,1/4W Through-hole
Resistor,E96 Standard,931R,931Ω,1/4W Through-hole
Resistor,E96 Standard,953R,953Ω,1/4W Through-hole
Resistor,E96 Standard,976R,976Ω,1/4W Through-hole
Resistor,E96 Standard,1K00,1kΩ,1/4W Through-hole
Resistor,E96 Standard,1K02,1.02kΩ,1/4W Through-hole
Resistor,E96 Standard,1K05,1.05kΩ,1/4W Through-hole
Resistor,E96 Standard,1K07,1.07kΩ,1/4W Through-hole
Resistor,E96 Standard,1K10,1.1kΩ,1/4W Through-hole
Resistor,E96 Standard,1K13,1.13kΩ,1/4W Through-hole
Resistor,E96 Standard,1K15,1.15kΩ,1/4W Through-hole
Resistor,E96 Standard,1K18,1.18kΩ,1/4W Through-hole
Resistor,E96 Standard,1K21,1.21kΩ,1/4W Through-hole
Resistor,E96 Standard,1K24,1.24kΩ,1/4W Through-hole
Resistor,E96 Standard,1K27,1.27kΩ,1/4W Through-hole
Resistor,E96 Standard,1K30,1.3kΩ,1/4W Through-hole
Resistor,E96 Standard,1K33,1.33kΩ,1/4W Through-hole
Resistor,E96 Standard,1K37,1.37kΩ,1/4W Through-hole
Resistor,E96 Standard,1K40,1.4kΩ,1/4W Through-hole
Resistor,E96 Standard,1K43,1.43kΩ,1/4W Through-hole
Resistor,E96 Standard,1K47,1.47kΩ,1/4W Through-hole
Resistor,E96 Standard,1K50,1.5kΩ,1/4W Through-hole
Resistor,E96 Standard,1K54,1.54kΩ,1/4W Through-hole
Resistor,E96 Standard,1K58,1.58kΩ,1/4W Through-hole
Resistor,E96 Standard,1K62,1.62kΩ,1/4W Through-hole
Resistor,E96 Standard,1K65,1.65kΩ,1/4W Through-hole
Resistor,E96 Standard,1K69,1.69kΩ,1/4W Through-hole
Resistor,E96 Standard,1K74,1.74kΩ,1/4W Through-hole
Resistor,E96 Standard,1K78,1.78kΩ,1/4W Through-hole
Resistor,E96 Standard,1K82,1.82kΩ,1/4W Through-hole
Resistor,E96 Standard,1K87,1.87kΩ,1/4W Through-hole
Resistor,E96 Standard,1K91,1.91kΩ,1/4W Through-hole
Resistor,E96 Standard,1K96,1.96kΩ,1/4W Through-hole
Resistor,E96 Standard,2K00,2kΩ,1/4W Through-hole
Resistor,E96 Standard,2K05,2.05kΩ,1/4W Through-hole
Resistor,E96 Standard,2K10,2.1kΩ,1/4W Through-hole
Resistor,E96 Standard,2K21,2.21kΩ,1/4W Through-hole
Resistor,E96 Standard,2K26,2.26kΩ,1/4W Through-hole
Resistor,E96 Standard,2K32,2.32kΩ,1/4W Through-hole
